Ticker,1w,1m,3m,6m,1y,Price,Exchange
SXI,"Ticker
SXI   -1.314976
dtype: float64","Ticker
SXI   -0.416682
dtype: float64","Ticker
SXI   -9.886075
dtype: float64","Ticker
SXI    6.242726
dtype: float64",,"Ticker
SXI    185.979996
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SXT,"Ticker
SXT   -0.93704
dtype: float64","Ticker
SXT   -8.866604
dtype: float64","Ticker
SXT   -11.848038
dtype: float64","Ticker
SXT   -8.399275
dtype: float64",,"Ticker
SXT    69.400002
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SYF,"Ticker
SYF   -5.858002
dtype: float64","Ticker
SYF   -12.479908
dtype: float64","Ticker
SYF   -9.335419
dtype: float64","Ticker
SYF    22.826087
dtype: float64",,"Ticker
SYF    60.68
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SYF,"Ticker
SYF   -5.858002
dtype: float64","Ticker
SYF   -12.479908
dtype: float64","Ticker
SYF   -9.335419
dtype: float64","Ticker
SYF    22.826087
dtype: float64",,"Ticker
SYF    60.68
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
A,"Ticker
A   -4.847177
dtype: float64","Ticker
A   -13.140346
dtype: float64","Ticker
A   -2.72734
dtype: float64","Ticker
A   -7.809025
dtype: float64",,"Ticker
A    127.919998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SYF,"Ticker
SYF   -5.858002
dtype: float64","Ticker
SYF   -12.479908
dtype: float64","Ticker
SYF   -9.335419
dtype: float64","Ticker
SYF    22.826087
dtype: float64",,"Ticker
SYF    60.68
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
B,"Ticker
B    0.359432
dtype: float64","Ticker
B    0.707211
dtype: float64","Ticker
B    1.87437
dtype: float64","Ticker
B    10.963918
dtype: float64",,"Ticker
B    47.48
Name: 2025-01-24 00:00:00, dtype: float64",NYSE
SYK,"Ticker
SYK    0.787762
dtype: float64","Ticker
SYK   -1.626312
dtype: float64","Ticker
SYK    0.597462
dtype: float64","Ticker
SYK    9.448455
dtype: float64",,"Ticker
SYK    386.190002
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
SYY,"Ticker
SYY    4.350858
dtype: float64","Ticker
SYY    1.551619
dtype: float64","Ticker
SYY   -1.431392
dtype: float64","Ticker
SYY   -2.543952
dtype: float64",,"Ticker
SYY    75.540001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
T,"Ticker
T    2.366788
dtype: float64","Ticker
T    11.144704
dtype: float64","Ticker
T    16.777359
dtype: float64","Ticker
T    36.76023
dtype: float64",,"Ticker
T    27.41
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
T,"Ticker
T    2.366788
dtype: float64","Ticker
T    11.144704
dtype: float64","Ticker
T    16.777359
dtype: float64","Ticker
T    36.76023
dtype: float64",,"Ticker
T    27.41
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
A,"Ticker
A   -4.847177
dtype: float64","Ticker
A   -13.140346
dtype: float64","Ticker
A   -2.72734
dtype: float64","Ticker
A   -7.809025
dtype: float64",,"Ticker
A    127.919998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
T,"Ticker
T    2.366788
dtype: float64","Ticker
T    11.144704
dtype: float64","Ticker
T    16.777359
dtype: float64","Ticker
T    36.76023
dtype: float64",,"Ticker
T    27.41
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
C,"Ticker
C   -2.874291
dtype: float64","Ticker
C   -1.551895
dtype: float64","Ticker
C    13.52964
dtype: float64","Ticker
C    28.166585
dtype: float64",,"Ticker
C    79.949997
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TAC,"Ticker
TAC   -4.520463
dtype: float64","Ticker
TAC   -3.039701
dtype: float64","Ticker
TAC   -3.696857
dtype: float64","Ticker
TAC    17.298314
dtype: float64",,"Ticker
TAC    10.34
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TAK,"Ticker
TAK    3.43255
dtype: float64","Ticker
TAK    7.644265
dtype: float64","Ticker
TAK    7.189056
dtype: float64","Ticker
TAK   -3.945607
dtype: float64",,"Ticker
TAK    14.41
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TAL,"Ticker
TAL   -8.437067
dtype: float64","Ticker
TAL    6.260035
dtype: float64","Ticker
TAL    33.962903
dtype: float64","Ticker
TAL    55.703645
dtype: float64",,"Ticker
TAL    12.92
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TALO,"Ticker
TALO   -3.525178
dtype: float64","Ticker
TALO   -10.510509
dtype: float64","Ticker
TALO   -21.853144
dtype: float64","Ticker
TALO   -23.806816
dtype: float64",,"Ticker
TALO    9.0
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TAP,"Ticker
TAP    2.222591
dtype: float64","Ticker
TAP    11.038377
dtype: float64","Ticker
TAP    1.86777
dtype: float64","Ticker
TAP    14.653355
dtype: float64",,"Ticker
TAP    61.290001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TBB,"Ticker
TBB    0.813125
dtype: float64","Ticker
TBB    0.362875
dtype: float64","Ticker
TBB    0.097438
dtype: float64","Ticker
TBB    1.467474
dtype: float64",,"Ticker
TBB    23.9
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TBBB,"Ticker
TBBB   -5.384073
dtype: float64","Ticker
TBBB   -13.384381
dtype: float64","Ticker
TBBB   -20.978059
dtype: float64","Ticker
TBBB   -18.076099
dtype: float64",,"Ticker
TBBB    26.620001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TBI,"Ticker
TBI   -7.604372
dtype: float64","Ticker
TBI   -23.466446
dtype: float64","Ticker
TBI   -13.171414
dtype: float64","Ticker
TBI   -24.215245
dtype: float64",,"Ticker
TBI    6.28
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TBN,"Ticker
TBN   -9.157943
dtype: float64","Ticker
TBN    2.454728
dtype: float64","Ticker
TBN    43.896008
dtype: float64","Ticker
TBN    27.427428
dtype: float64",,"Ticker
TBN    25.26
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TCI,"Ticker
TCI    4.452337
dtype: float64","Ticker
TCI    4.501835
dtype: float64","Ticker
TCI    3.278304
dtype: float64","Ticker
TCI   -1.868951
dtype: float64",,"Ticker
TCI    28.799999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TD,"Ticker
TD   -0.493569
dtype: float64","Ticker
TD    4.16836
dtype: float64","Ticker
TD    6.867182
dtype: float64","Ticker
TD    0.678938
dtype: float64",,"Ticker
TD    59.91
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TDC,"Ticker
TDC   -0.460829
dtype: float64","Ticker
TDC   -26.809735
dtype: float64","Ticker
TDC   -22.689807
dtype: float64","Ticker
TDC   -15.334363
dtype: float64",,"Ticker
TDC    23.84
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TDF,"Ticker
TDF   -0.13947
dtype: float64","Ticker
TDF    9.858077
dtype: float64","Ticker
TDF    13.605713
dtype: float64","Ticker
TDF    22.445489
dtype: float64",,"Ticker
TDF    9.41
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TDG,"Ticker
TDG    2.646308
dtype: float64","Ticker
TDG    0.919348
dtype: float64","Ticker
TDG    7.659058
dtype: float64","Ticker
TDG    2.385744
dtype: float64",,"Ticker
TDG    1367.199951
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TDOC,"Ticker
TDOC   -20.858573
dtype: float64","Ticker
TDOC   -3.31403
dtype: float64","Ticker
TDOC   -9.049636
dtype: float64","Ticker
TDOC    37.528606
dtype: float64",,"Ticker
TDOC    9.56
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TDS,"Ticker
TDS   -8.27857
dtype: float64","Ticker
TDS    0.382963
dtype: float64","Ticker
TDS    7.052493
dtype: float64","Ticker
TDS    59.711694
dtype: float64",,"Ticker
TDS    36.099998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TDS,"Ticker
TDS   -8.27857
dtype: float64","Ticker
TDS    0.382963
dtype: float64","Ticker
TDS    7.052493
dtype: float64","Ticker
TDS    59.711694
dtype: float64",,"Ticker
TDS    36.099998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
U,"Ticker
U    0.655443
dtype: float64","Ticker
U    15.278185
dtype: float64","Ticker
U    11.869732
dtype: float64","Ticker
U    48.164967
dtype: float64",,"Ticker
U    25.639999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TDS,"Ticker
TDS   -8.27857
dtype: float64","Ticker
TDS    0.382963
dtype: float64","Ticker
TDS    7.052493
dtype: float64","Ticker
TDS    59.711694
dtype: float64",,"Ticker
TDS    36.099998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
V,"Ticker
V    1.406686
dtype: float64","Ticker
V    6.386701
dtype: float64","Ticker
V    14.583978
dtype: float64","Ticker
V    32.579336
dtype: float64",,"Ticker
V    362.709991
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TDW,"Ticker
TDW   -8.158781
dtype: float64","Ticker
TDW   -12.243637
dtype: float64","Ticker
TDW   -10.207952
dtype: float64","Ticker
TDW   -47.122759
dtype: float64",,"Ticker
TDW    45.619999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TDY,"Ticker
TDY    1.544754
dtype: float64","Ticker
TDY   -0.613154
dtype: float64","Ticker
TDY    5.247934
dtype: float64","Ticker
TDY    19.441515
dtype: float64",,"Ticker
TDY    515.02002
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TEAF,"Ticker
TEAF   -1.098299
dtype: float64","Ticker
TEAF   -0.689278
dtype: float64","Ticker
TEAF   -4.100109
dtype: float64","Ticker
TEAF   -2.031715
dtype: float64",,"Ticker
TEAF    12.03
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TECK,"Ticker
TECK   -4.104097
dtype: float64","Ticker
TECK   -1.98489
dtype: float64","Ticker
TECK   -13.57001
dtype: float64","Ticker
TECK   -17.010274
dtype: float64",,"Ticker
TECK    40.330002
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TEF,"Ticker
TEF    3.747069
dtype: float64","Ticker
TEF    10.016554
dtype: float64","Ticker
TEF   -0.59835
dtype: float64","Ticker
TEF   -2.85088
dtype: float64",,"Ticker
TEF    4.4
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TEI,"Ticker
TEI   -1.0423
dtype: float64","Ticker
TEI   -0.493215
dtype: float64","Ticker
TEI    0.749066
dtype: float64","Ticker
TEI   -4.722548
dtype: float64",,"Ticker
TEI    5.36
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TEL,"Ticker
TEL   -1.679033
dtype: float64","Ticker
TEL    2.710511
dtype: float64","Ticker
TEL    0.658602
dtype: float64","Ticker
TEL    0.222957
dtype: float64",,"Ticker
TEL    154.029999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TEN,"Ticker
TEN   -5.75161
dtype: float64","Ticker
TEN   -7.12776
dtype: float64","Ticker
TEN   -19.513819
dtype: float64","Ticker
TEN   -34.851752
dtype: float64",,"Ticker
TEN    15.9
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TEN,"Ticker
TEN   -5.75161
dtype: float64","Ticker
TEN   -7.12776
dtype: float64","Ticker
TEN   -19.513819
dtype: float64","Ticker
TEN   -34.851752
dtype: float64",,"Ticker
TEN    15.9
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
E,"Ticker
E    0.318869
dtype: float64","Ticker
E    4.372034
dtype: float64","Ticker
E    1.779317
dtype: float64","Ticker
E   -10.413916
dtype: float64",,"Ticker
E    28.969999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TEN,"Ticker
TEN   -5.75161
dtype: float64","Ticker
TEN   -7.12776
dtype: float64","Ticker
TEN   -19.513819
dtype: float64","Ticker
TEN   -34.851752
dtype: float64",,"Ticker
TEN    15.9
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
F,"Ticker
F    1.071047
dtype: float64","Ticker
F   -7.694815
dtype: float64","Ticker
F   -15.188735
dtype: float64","Ticker
F   -15.542959
dtype: float64",,"Ticker
F    9.55
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TEO,"Ticker
TEO   -3.821119
dtype: float64","Ticker
TEO   -8.876375
dtype: float64","Ticker
TEO   -14.018221
dtype: float64","Ticker
TEO    63.365381
dtype: float64",,"Ticker
TEO    11.48
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TEVA,"Ticker
TEVA   -2.632613
dtype: float64","Ticker
TEVA   -19.870659
dtype: float64","Ticker
TEVA   -2.613484
dtype: float64","Ticker
TEVA   -11.373392
dtype: float64",,"Ticker
TEVA    16.459999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TEX,"Ticker
TEX   -8.444283
dtype: float64","Ticker
TEX   -13.055324
dtype: float64","Ticker
TEX   -23.501937
dtype: float64","Ticker
TEX   -25.453676
dtype: float64",,"Ticker
TEX    40.700001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TFC,"Ticker
TFC   -1.744853
dtype: float64","Ticker
TFC   -3.457
dtype: float64","Ticker
TFC   -3.828656
dtype: float64","Ticker
TFC    4.114569
dtype: float64",,"Ticker
TFC    46.349998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TFC,"Ticker
TFC   -1.744853
dtype: float64","Ticker
TFC   -3.457
dtype: float64","Ticker
TFC   -3.828656
dtype: float64","Ticker
TFC    4.114569
dtype: float64",,"Ticker
TFC    46.349998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TFC,"Ticker
TFC   -1.744853
dtype: float64","Ticker
TFC   -3.457
dtype: float64","Ticker
TFC   -3.828656
dtype: float64","Ticker
TFC    4.114569
dtype: float64",,"Ticker
TFC    46.349998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
O,"Ticker
O    0.248109
dtype: float64","Ticker
O    2.823556
dtype: float64","Ticker
O   -1.503282
dtype: float64","Ticker
O   -8.275231
dtype: float64",,"Ticker
O    57.029999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TFC,"Ticker
TFC   -1.744853
dtype: float64","Ticker
TFC   -3.457
dtype: float64","Ticker
TFC   -3.828656
dtype: float64","Ticker
TFC    4.114569
dtype: float64",,"Ticker
TFC    46.349998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
R,"Ticker
R   -2.722155
dtype: float64","Ticker
R    0.638726
dtype: float64","Ticker
R   -2.2263
dtype: float64","Ticker
R    14.60114
dtype: float64",,"Ticker
R    164.470001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TFII,"Ticker
TFII   -16.272391
dtype: float64","Ticker
TFII   -34.866904
dtype: float64","Ticker
TFII   -39.294669
dtype: float64","Ticker
TFII   -39.85091
dtype: float64",,"Ticker
TFII    90.650002
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TFPM,"Ticker
TFPM   -0.335832
dtype: float64","Ticker
TFPM    7.089792
dtype: float64","Ticker
TFPM    1.122472
dtype: float64","Ticker
TFPM    1.795806
dtype: float64",,"Ticker
TFPM    16.5
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TFSA,"Ticker
TFSA    0.715017
dtype: float64","Ticker
TFSA   -1.136302
dtype: float64","Ticker
TFSA    0.779128
dtype: float64","Ticker
TFSA    3.353674
dtype: float64",,"Ticker
TFSA    24.49
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TFX,"Ticker
TFX   -14.478967
dtype: float64","Ticker
TFX   -17.588279
dtype: float64","Ticker
TFX   -22.097436
dtype: float64","Ticker
TFX   -38.08507
dtype: float64",,"Ticker
TFX    132.75
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TG,"Ticker
TG   -2.936311
dtype: float64","Ticker
TG    0.816154
dtype: float64","Ticker
TG    9.724172
dtype: float64","Ticker
TG    28.461961
dtype: float64",,"Ticker
TG    7.79
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TGI,"Ticker
TGI    0.10543
dtype: float64","Ticker
TGI    33.708857
dtype: float64","Ticker
TGI    32.519189
dtype: float64","Ticker
TGI    81.72249
dtype: float64",,"Ticker
TGI    25.379999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TGLS,"Ticker
TGLS    3.389439
dtype: float64","Ticker
TGLS   -6.309107
dtype: float64","Ticker
TGLS   -7.805486
dtype: float64","Ticker
TGLS    17.994532
dtype: float64",,"Ticker
TGLS    73.660004
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TGNA,"Ticker
TGNA   -2.259676
dtype: float64","Ticker
TGNA   -3.387035
dtype: float64","Ticker
TGNA   -6.053053
dtype: float64","Ticker
TGNA    23.699017
dtype: float64",,"Ticker
TGNA    18.200001
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TGS,"Ticker
TGS   -8.556281
dtype: float64","Ticker
TGS   -9.418648
dtype: float64","Ticker
TGS   -14.143473
dtype: float64","Ticker
TGS    36.450276
dtype: float64",,"Ticker
TGS    25.41
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TGT,"Ticker
TGT   -3.228501
dtype: float64","Ticker
TGT   -12.47964
dtype: float64","Ticker
TGT   -1.683769
dtype: float64","Ticker
TGT   -22.118129
dtype: float64",,"Ticker
TGT    124.239998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
THC,"Ticker
THC   -3.396361
dtype: float64","Ticker
THC   -6.965282
dtype: float64","Ticker
THC   -10.589375
dtype: float64","Ticker
THC   -20.984392
dtype: float64",,"Ticker
THC    126.589996
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
THG,"Ticker
THG    4.906696
dtype: float64","Ticker
THG    5.639544
dtype: float64","Ticker
THG    1.936197
dtype: float64","Ticker
THG    20.839406
dtype: float64",,"Ticker
THG    170.529999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
THO,"Ticker
THO   -0.77635
dtype: float64","Ticker
THO   -2.940314
dtype: float64","Ticker
THO   -11.583149
dtype: float64","Ticker
THO   -7.62602
dtype: float64",,"Ticker
THO    99.389999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
THQ,"Ticker
THQ   -0.01601
dtype: float64","Ticker
THQ    0.064101
dtype: float64","Ticker
THQ    4.327489
dtype: float64","Ticker
THQ   -3.358613
dtype: float64",,"Ticker
THQ    21.059999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
THR,"Ticker
THR    0.851982
dtype: float64","Ticker
THR    3.860551
dtype: float64","Ticker
THR   -6.92945
dtype: float64","Ticker
THR   -3.352932
dtype: float64",,"Ticker
THR    29.5
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
THS,"Ticker
THS    2.580082
dtype: float64","Ticker
THS   -9.926081
dtype: float64","Ticker
THS   -11.422635
dtype: float64","Ticker
THS   -23.441581
dtype: float64",,"Ticker
THS    31.48
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
THW,"Ticker
THW   -0.717242
dtype: float64","Ticker
THW    0.222779
dtype: float64","Ticker
THW    0.812325
dtype: float64","Ticker
THW   -8.955224
dtype: float64",,"Ticker
THW    12.07
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TIMB,"Ticker
TIMB   -6.320944
dtype: float64","Ticker
TIMB    5.727206
dtype: float64","Ticker
TIMB    1.080693
dtype: float64","Ticker
TIMB   -14.624745
dtype: float64",,"Ticker
TIMB    13.82
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TISI,"Ticker
TISI   -6.046865
dtype: float64","Ticker
TISI   -3.193145
dtype: float64","Ticker
TISI   -1.172729
dtype: float64","Ticker
TISI    37.538036
dtype: float64",,"Ticker
TISI    16.379999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TIXT,"Ticker
TIXT   -16.213681
dtype: float64","Ticker
TIXT   -24.365483
dtype: float64","Ticker
TIXT   -20.107237
dtype: float64","Ticker
TIXT   -19.820626
dtype: float64",,"Ticker
TIXT    2.89
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TJX,"Ticker
TJX    1.53193
dtype: float64","Ticker
TJX   -0.083009
dtype: float64","Ticker
TJX    1.942464
dtype: float64","Ticker
TJX    3.747985
dtype: float64",,"Ticker
TJX    124.760002
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TK,"Ticker
TK   -2.1611
dtype: float64","Ticker
TK   -3.488373
dtype: float64","Ticker
TK   -15.55744
dtype: float64","Ticker
TK   -18.327181
dtype: float64",,"Ticker
TK    6.54
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TKC,"Ticker
TKC   -1.423975
dtype: float64","Ticker
TKC   -4.494881
dtype: float64","Ticker
TKC    6.080084
dtype: float64","Ticker
TKC    4.225356
dtype: float64",,"Ticker
TKC    6.78
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TKO,"Ticker
TKO   -5.883077
dtype: float64","Ticker
TKO   -1.789637
dtype: float64","Ticker
TKO    12.448407
dtype: float64","Ticker
TKO    30.334599
dtype: float64",,"Ticker
TKO    150.639999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TKR,"Ticker
TKR   -3.13419
dtype: float64","Ticker
TKR    4.095415
dtype: float64","Ticker
TKR    5.045873
dtype: float64","Ticker
TKR   -4.840109
dtype: float64",,"Ticker
TKR    81.0
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TLK,"Ticker
TLK   -5.666249
dtype: float64","Ticker
TLK   -11.265128
dtype: float64","Ticker
TLK   -11.230469
dtype: float64","Ticker
TLK   -21.393982
dtype: float64",,"Ticker
TLK    14.52
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TLYS,"Ticker
TLYS   -1.340483
dtype: float64","Ticker
TLYS   -11.821086
dtype: float64","Ticker
TLYS   -5.560309
dtype: float64","Ticker
TLYS   -33.693694
dtype: float64",,"Ticker
TLYS    3.8
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TM,"Ticker
TM    1.316255
dtype: float64","Ticker
TM   -2.469708
dtype: float64","Ticker
TM    4.079372
dtype: float64","Ticker
TM   -1.167915
dtype: float64",,"Ticker
TM    181.479996
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TME,"Ticker
TME   -6.05309
dtype: float64","Ticker
TME    7.524133
dtype: float64","Ticker
TME    10.601636
dtype: float64","Ticker
TME    19.57689
dtype: float64",,"Ticker
TME    12.19
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TMHC,"Ticker
TMHC    0.227432
dtype: float64","Ticker
TMHC   -6.477694
dtype: float64","Ticker
TMHC   -14.039572
dtype: float64","Ticker
TMHC   -9.095821
dtype: float64",,"Ticker
TMHC    61.639999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TMO,"Ticker
TMO   -0.984238
dtype: float64","Ticker
TMO   -8.678923
dtype: float64","Ticker
TMO    2.715799
dtype: float64","Ticker
TMO   -12.986596
dtype: float64",,"Ticker
TMO    528.960022
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TNC,"Ticker
TNC   -2.682689
dtype: float64","Ticker
TNC   -0.143454
dtype: float64","Ticker
TNC   -4.174418
dtype: float64","Ticker
TNC   -11.04818
dtype: float64",,"Ticker
TNC    86.559998
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
TNET,"Ticker
TNET    4.572876
dtype: float64","Ticker
TNET   -23.355795
dtype: float64","Ticker
TNET   -21.827683
dtype: float64","Ticker
TNET   -28.570027
dtype: float64",,"Ticker
TNET    73.709999
Name: 2025-02-28 00:00:00, dtype: float64",NYSE
